"booking_id","guest_id","listing_id","booking_status_id","checkindate","checkoutdate","no_of_days","booking_date"
4918,4918,4918,3,"2024-02-06","2024-02-07",1,"2024-01-16"
4919,4919,4919,1,"2023-09-19","2023-09-30",11,"2023-09-18"
4920,4920,4920,1,"2024-02-06","2024-02-10",4,"2024-01-15"
4921,4921,4921,3,"2023-06-28","2023-07-11",13,"2023-06-17"
4922,4922,4922,3,"2023-10-22","2023-11-03",12,"2023-10-15"
4923,4923,4923,3,"2023-10-22","2023-10-26",4,"2023-10-07"
4924,4924,4924,2,"2023-03-03","2023-03-07",4,"2023-02-06"
4925,4925,4925,2,"2024-01-20","2024-02-02",13,"2024-01-04"
4926,4926,4926,3,"2023-02-21","2023-02-28",7,"2023-02-01"
4927,4927,4927,3,"2023-06-14","2023-06-21",7,"2023-05-17"
4928,4928,4928,1,"2023-04-18","2023-04-28",10,"2023-03-24"
4929,4929,4929,1,"2023-08-08","2023-08-20",12,"2023-08-05"
4930,4930,4930,3,"2023-02-23","2023-02-26",3,"2023-01-31"
4931,4931,4931,2,"2023-02-26","2023-02-28",2,"2023-01-28"
4932,4932,4932,2,"2023-05-25","2023-05-30",5,"2023-05-16"
4933,4933,4933,2,"2023-09-23","2023-09-28",5,"2023-08-26"
4934,4934,4934,1,"2023-03-08","2023-03-18",10,"2023-02-27"
4935,4935,4935,3,"2023-04-18","2023-04-29",11,"2023-04-03"
4936,4936,4936,1,"2023-07-15","2023-07-26",11,"2023-07-09"
4937,4937,4937,2,"2023-09-13","2023-09-24",11,"2023-08-17"
4938,4938,4938,2,"2023-03-09","2023-03-23",14,"2023-02-23"
4939,4939,4939,2,"2023-03-16","2023-03-22",6,"2023-02-19"
4940,4940,4940,2,"2023-09-26","2023-10-04",8,"2023-09-21"
4941,4941,4941,3,"2023-09-20","2023-09-29",9,"2023-09-09"
4942,4942,4942,3,"2023-05-08","2023-05-15",7,"2023-04-25"
4943,4943,4943,1,"2023-02-24","2023-02-27",3,"2023-02-19"
4944,4944,4944,1,"2023-04-03","2023-04-16",13,"2023-03-18"
4945,4945,4945,1,"2024-01-13","2024-01-15",2,"2024-01-10"
4946,4946,4946,2,"2023-04-18","2023-04-24",6,"2023-03-19"
4947,4947,4947,1,"2023-04-03","2023-04-12",9,"2023-03-20"
4948,4948,4948,1,"2023-02-27","2023-03-04",5,"2023-02-27"
4949,4949,4949,2,"2023-03-15","2023-03-21",6,"2023-02-26"
4950,4950,4950,3,"2023-08-22","2023-08-31",9,"2023-08-15"
4951,4951,4951,1,"2023-03-20","2023-03-21",1,"2023-03-03"
4952,4952,4952,2,"2023-10-06","2023-10-14",8,"2023-09-10"
4953,4953,4953,2,"2023-03-23","2023-03-28",5,"2023-03-14"
4954,4954,4954,2,"2023-08-29","2023-09-04",6,"2023-07-30"
4955,4955,4955,1,"2023-11-08","2023-11-18",10,"2023-10-12"
4956,4956,4956,1,"2023-06-23","2023-07-02",9,"2023-06-01"
4957,4957,4957,3,"2023-12-05","2023-12-12",7,"2023-11-15"
4958,4958,4958,2,"2023-04-03","2023-04-11",8,"2023-03-10"
4959,4959,4959,3,"2023-09-08","2023-09-14",6,"2023-08-12"
4960,4960,4960,1,"2023-07-09","2023-07-12",3,"2023-06-26"
4961,4961,4961,2,"2024-02-24","2024-02-25",1,"2024-02-22"
4962,4962,4962,2,"2023-09-05","2023-09-06",1,"2023-08-12"
4963,4963,4963,1,"2023-06-18","2023-06-21",3,"2023-06-04"
4964,4964,4964,1,"2023-03-17","2023-03-24",7,"2023-02-23"
4965,4965,4965,2,"2023-06-06","2023-06-18",12,"2023-05-17"
4966,4966,4966,1,"2023-03-01","2023-03-07",6,"2023-02-06"
4967,4967,4967,1,"2023-03-08","2023-03-18",10,"2023-03-01"
4968,4968,4968,1,"2024-02-15","2024-02-22",7,"2024-02-07"
4969,4969,4969,1,"2023-10-09","2023-10-17",8,"2023-10-09"
4970,4970,4970,3,"2023-10-13","2023-10-25",12,"2023-10-04"
4971,4971,4971,2,"2023-07-06","2023-07-17",11,"2023-06-19"
4972,4972,4972,1,"2023-06-21","2023-07-02",11,"2023-06-12"
4973,4973,4973,1,"2023-09-02","2023-09-14",12,"2023-08-06"
4974,4974,4974,2,"2023-07-19","2023-07-27",8,"2023-07-04"
4975,4975,4975,2,"2023-03-15","2023-03-19",4,"2023-02-25"
4976,4976,4976,2,"2023-11-13","2023-11-15",2,"2023-10-31"
4977,4977,4977,3,"2023-10-11","2023-10-13",2,"2023-09-27"
4978,4978,4978,3,"2023-10-25","2023-11-01",7,"2023-10-21"
4979,4979,4979,2,"2023-07-09","2023-07-10",1,"2023-06-10"
4980,4980,4980,2,"2023-11-03","2023-11-11",8,"2023-10-21"
4981,4981,4981,1,"2023-07-03","2023-07-06",3,"2023-06-24"
4982,4982,4982,3,"2023-09-29","2023-10-13",14,"2023-09-07"
4983,4983,4983,1,"2023-09-11","2023-09-14",3,"2023-09-09"
4984,4984,4984,1,"2023-06-30","2023-07-09",9,"2023-06-07"
4985,4985,4985,1,"2023-06-15","2023-06-27",12,"2023-06-12"
4986,4986,4986,2,"2023-05-25","2023-05-31",6,"2023-04-29"
4987,4987,4987,3,"2023-05-10","2023-05-17",7,"2023-05-01"
4988,4988,4988,3,"2023-02-21","2023-03-05",12,"2023-02-05"
4989,4989,4989,1,"2023-10-04","2023-10-16",12,"2023-09-20"
4990,4990,4990,2,"2023-08-02","2023-08-10",8,"2023-07-25"
4991,4991,4991,2,"2023-07-08","2023-07-20",12,"2023-07-08"
4992,4992,4992,3,"2023-11-29","2023-12-03",4,"2023-11-11"
4993,4993,4993,3,"2023-06-28","2023-07-09",11,"2023-06-14"
4994,4994,4994,1,"2024-01-21","2024-02-01",11,"2023-12-26"
4995,4995,4995,2,"2024-02-15","2024-02-17",2,"2024-01-27"
4996,4996,4996,2,"2023-02-17","2023-03-03",14,"2023-01-30"
4997,4997,4997,1,"2023-06-15","2023-06-18",3,"2023-06-07"
4998,4998,4998,2,"2023-08-17","2023-08-28",11,"2023-08-09"
4999,4999,4999,3,"2023-04-10","2023-04-15",5,"2023-04-04"
5000,5000,5000,1,"2023-06-17","2023-06-25",8,"2023-05-29"
5001,5001,5001,3,"2023-12-15","2023-12-27",12,"2023-12-13"
5002,5002,5002,3,"2023-04-18","2023-04-22",4,"2023-03-22"
5003,5003,5003,1,"2023-07-17","2023-07-27",10,"2023-06-23"
5004,5004,5004,3,"2023-09-15","2023-09-20",5,"2023-09-12"
5005,5005,5005,2,"2023-12-02","2023-12-12",10,"2023-11-10"
5006,5006,5006,3,"2024-01-27","2024-01-30",3,"2024-01-06"
5007,5007,5007,2,"2023-07-25","2023-07-29",4,"2023-07-15"
5008,5008,5008,3,"2023-08-26","2023-09-07",12,"2023-08-16"
5009,5009,5009,3,"2023-10-16","2023-10-17",1,"2023-09-18"
5010,5010,5010,2,"2023-08-01","2023-08-14",13,"2023-07-21"
5011,5011,5011,1,"2023-08-20","2023-08-26",6,"2023-07-24"
5012,5012,5012,1,"2023-03-07","2023-03-09",2,"2023-03-06"
5013,5013,5013,3,"2024-02-20","2024-02-23",3,"2024-02-09"
5014,5014,5014,1,"2023-03-17","2023-03-21",4,"2023-03-14"
5015,5015,5015,2,"2023-08-16","2023-08-18",2,"2023-07-31"
5016,5016,5016,1,"2023-04-25","2023-05-06",11,"2023-03-27"
5017,5017,5017,1,"2023-09-20","2023-10-04",14,"2023-08-21"
5018,5018,5018,3,"2023-06-27","2023-07-06",9,"2023-06-04"
5019,5019,5019,3,"2023-05-04","2023-05-15",11,"2023-05-04"
5020,5020,5020,3,"2023-09-08","2023-09-16",8,"2023-09-06"
5021,5021,5021,1,"2023-03-21","2023-03-26",5,"2023-03-04"
5022,5022,5022,1,"2023-07-22","2023-07-27",5,"2023-06-23"
5023,5023,5023,3,"2023-05-16","2023-05-27",11,"2023-05-05"
5024,5024,5024,1,"2023-10-31","2023-11-11",11,"2023-10-29"
5025,5025,5025,2,"2023-09-20","2023-09-28",8,"2023-09-15"
5026,5026,5026,1,"2023-09-30","2023-10-05",5,"2023-09-03"
5027,5027,5027,1,"2023-12-18","2023-12-29",11,"2023-12-12"
5028,5028,5028,1,"2023-03-06","2023-03-19",13,"2023-02-23"
5029,5029,5029,2,"2024-01-26","2024-02-04",9,"2024-01-07"
5030,5030,5030,1,"2023-11-05","2023-11-10",5,"2023-11-01"
5031,5031,5031,1,"2023-03-24","2023-04-04",11,"2023-03-04"
5032,5032,5032,1,"2023-03-04","2023-03-16",12,"2023-02-26"
5033,5033,5033,2,"2023-06-17","2023-06-19",2,"2023-06-08"
5034,5034,5034,1,"2023-12-13","2023-12-25",12,"2023-12-13"
5035,5035,5035,2,"2023-12-29","2024-01-04",6,"2023-12-21"
5036,5036,5036,3,"2023-04-27","2023-05-02",5,"2023-04-14"
5037,5037,5037,1,"2023-05-04","2023-05-15",11,"2023-04-09"
5038,5038,5038,3,"2024-01-31","2024-02-11",11,"2024-01-13"
5039,5039,5039,1,"2024-02-18","2024-02-22",4,"2024-01-30"
5040,5040,5040,3,"2023-11-13","2023-11-19",6,"2023-10-14"
5041,5041,5041,1,"2023-06-06","2023-06-13",7,"2023-05-26"
5042,5042,5042,3,"2024-02-10","2024-02-21",11,"2024-01-11"
5043,5043,5043,1,"2023-08-24","2023-09-04",11,"2023-08-23"
5044,5044,5044,1,"2023-10-20","2023-10-22",2,"2023-09-24"
5045,5045,5045,3,"2023-04-27","2023-05-08",11,"2023-04-05"
5046,5046,5046,3,"2023-05-07","2023-05-09",2,"2023-04-21"
5047,5047,5047,2,"2024-02-14","2024-02-25",11,"2024-01-29"
5048,5048,5048,2,"2023-09-22","2023-10-05",13,"2023-09-07"
5049,5049,5049,2,"2023-04-30","2023-05-14",14,"2023-04-02"
5050,5050,5050,1,"2023-12-19","2023-12-29",10,"2023-12-06"
5051,5051,5051,2,"2024-01-22","2024-01-25",3,"2024-01-22"
5052,5052,5052,3,"2023-08-04","2023-08-08",4,"2023-07-21"
5053,5053,5053,2,"2023-10-29","2023-10-31",2,"2023-10-08"
5054,5054,5054,2,"2023-05-20","2023-05-24",4,"2023-05-01"
5055,5055,5055,3,"2023-04-17","2023-04-23",6,"2023-04-03"
5056,5056,5056,1,"2023-10-27","2023-11-10",14,"2023-10-23"
5057,5057,5057,3,"2024-01-31","2024-02-07",7,"2024-01-29"
5058,5058,5058,2,"2023-08-12","2023-08-19",7,"2023-07-16"
5059,5059,5059,2,"2024-02-14","2024-02-17",3,"2024-02-06"
5060,5060,5060,2,"2023-10-23","2023-11-01",9,"2023-10-06"
5061,5061,5061,3,"2024-01-20","2024-02-03",14,"2023-12-31"
5062,5062,5062,2,"2023-09-01","2023-09-15",14,"2023-08-15"
5063,5063,5063,3,"2024-01-28","2024-02-06",9,"2024-01-21"
5064,5064,5064,1,"2023-03-31","2023-04-09",9,"2023-03-06"
5065,5065,5065,2,"2023-10-08","2023-10-20",12,"2023-09-17"
5066,5066,5066,1,"2023-07-05","2023-07-06",1,"2023-06-23"
5067,5067,5067,2,"2023-06-24","2023-06-25",1,"2023-06-09"
5068,5068,5068,3,"2023-05-31","2023-06-02",2,"2023-05-02"
5069,5069,5069,1,"2023-04-16","2023-04-21",5,"2023-04-04"
5070,5070,5070,3,"2023-04-25","2023-05-05",10,"2023-04-15"
5071,5071,5071,1,"2023-06-26","2023-07-03",7,"2023-06-19"
5072,5072,5072,1,"2023-02-22","2023-03-03",9,"2023-01-28"
5073,5073,5073,2,"2023-06-30","2023-07-09",9,"2023-06-05"
5074,5074,5074,2,"2023-11-27","2023-12-01",4,"2023-11-20"
5075,5075,5075,2,"2023-06-14","2023-06-21",7,"2023-06-04"
5076,5076,5076,3,"2023-12-04","2023-12-09",5,"2023-12-01"
5077,5077,5077,3,"2023-09-18","2023-09-24",6,"2023-09-02"
5078,5078,5078,1,"2024-01-14","2024-01-28",14,"2023-12-18"
5079,5079,5079,3,"2023-06-23","2023-07-01",8,"2023-06-23"
5080,5080,5080,3,"2023-12-20","2023-12-24",4,"2023-12-20"
5081,5081,5081,2,"2023-05-28","2023-06-04",7,"2023-05-07"
5082,5082,5082,1,"2024-01-03","2024-01-09",6,"2024-01-03"
5083,5083,5083,2,"2023-05-08","2023-05-19",11,"2023-04-16"
5084,5084,5084,3,"2023-05-23","2023-06-06",14,"2023-04-24"
5085,5085,5085,1,"2023-05-12","2023-05-13",1,"2023-05-04"
5086,5086,5086,1,"2023-09-15","2023-09-23",8,"2023-08-19"
5087,5087,5087,3,"2023-03-09","2023-03-15",6,"2023-02-21"
5088,5088,5088,2,"2023-03-09","2023-03-12",3,"2023-02-24"
5089,5089,5089,2,"2024-02-05","2024-02-12",7,"2024-01-06"
5090,5090,5090,2,"2024-02-06","2024-02-09",3,"2024-01-14"
5091,5091,5091,3,"2023-03-30","2023-04-05",6,"2023-03-17"
5092,5092,5092,1,"2023-12-05","2023-12-14",9,"2023-11-12"
5093,5093,5093,3,"2023-09-14","2023-09-23",9,"2023-08-31"
5094,5094,5094,1,"2023-06-23","2023-07-06",13,"2023-06-06"
5095,5095,5095,1,"2023-03-27","2023-04-07",11,"2023-03-04"
5096,5096,5096,1,"2023-06-01","2023-06-14",13,"2023-05-30"
5097,5097,5097,3,"2023-05-13","2023-05-24",11,"2023-05-11"
5098,5098,5098,3,"2023-06-21","2023-06-25",4,"2023-06-02"
5099,5099,5099,2,"2024-01-25","2024-02-04",10,"2024-01-05"
5100,5100,5100,1,"2023-03-10","2023-03-24",14,"2023-02-22"
5101,5101,5101,1,"2023-04-14","2023-04-19",5,"2023-04-13"
5102,5102,5102,2,"2023-10-06","2023-10-09",3,"2023-09-23"
5103,5103,5103,2,"2023-02-19","2023-03-02",11,"2023-01-22"
5104,5104,5104,2,"2023-11-27","2023-12-01",4,"2023-11-17"
5105,5105,5105,1,"2023-02-25","2023-03-11",14,"2023-01-29"
5106,5106,5106,2,"2023-06-03","2023-06-06",3,"2023-05-21"
5107,5107,5107,1,"2023-05-31","2023-06-02",2,"2023-05-20"
5108,5108,5108,1,"2023-10-22","2023-11-01",10,"2023-10-15"
5109,5109,5109,2,"2023-10-28","2023-11-06",9,"2023-09-29"
5110,5110,5110,2,"2024-02-11","2024-02-24",13,"2024-02-06"
5111,5111,5111,1,"2024-01-21","2024-02-01",11,"2023-12-24"
5112,5112,5112,1,"2023-08-11","2023-08-22",11,"2023-07-20"
5113,5113,5113,1,"2023-04-01","2023-04-13",12,"2023-03-08"
5114,5114,5114,2,"2023-08-17","2023-08-28",11,"2023-08-11"
5115,5115,5115,3,"2023-10-20","2023-10-23",3,"2023-10-02"
5116,5116,5116,2,"2023-08-12","2023-08-20",8,"2023-07-22"
5117,5117,5117,1,"2023-08-08","2023-08-19",11,"2023-07-31"
5118,5118,5118,1,"2023-10-08","2023-10-13",5,"2023-09-22"
5119,5119,5119,2,"2023-03-24","2023-03-29",5,"2023-03-18"
5120,5120,5120,1,"2023-08-16","2023-08-18",2,"2023-08-04"
5121,5121,5121,2,"2023-02-22","2023-03-07",13,"2023-02-22"
5122,5122,5122,3,"2023-03-11","2023-03-12",1,"2023-03-06"
5123,5123,5123,3,"2023-03-28","2023-04-11",14,"2023-03-12"
5124,5124,5124,2,"2024-01-08","2024-01-19",11,"2024-01-06"
5125,5125,5125,1,"2023-04-25","2023-05-01",6,"2023-04-21"
5126,5126,5126,1,"2023-08-22","2023-09-02",11,"2023-07-23"
5127,5127,5127,1,"2023-07-11","2023-07-23",12,"2023-07-03"
5128,5128,5128,3,"2023-09-23","2023-10-06",13,"2023-08-29"
5129,5129,5129,3,"2023-08-25","2023-08-27",2,"2023-08-17"
5130,5130,5130,3,"2023-04-05","2023-04-14",9,"2023-03-12"
5131,5131,5131,2,"2023-03-30","2023-04-02",3,"2023-03-20"
5132,5132,5132,2,"2023-06-06","2023-06-11",5,"2023-05-17"
5133,5133,5133,2,"2023-12-08","2023-12-20",12,"2023-11-22"
5134,5134,5134,2,"2023-09-20","2023-09-30",10,"2023-08-23"
5135,5135,5135,1,"2023-09-30","2023-10-07",7,"2023-09-13"
5136,5136,5136,2,"2023-07-03","2023-07-08",5,"2023-06-29"
5137,5137,5137,2,"2023-09-15","2023-09-17",2,"2023-09-14"
5138,5138,5138,3,"2023-06-27","2023-07-02",5,"2023-06-27"
5139,5139,5139,3,"2023-10-20","2023-10-26",6,"2023-10-13"
5140,5140,5140,2,"2023-10-08","2023-10-12",4,"2023-10-02"
5141,5141,5141,3,"2023-09-30","2023-10-08",8,"2023-09-13"
5142,5142,5142,1,"2023-03-01","2023-03-15",14,"2023-02-09"
5143,5143,5143,1,"2023-08-11","2023-08-12",1,"2023-07-14"
5144,5144,5144,1,"2023-05-31","2023-06-11",11,"2023-05-26"
5145,5145,5145,2,"2023-04-05","2023-04-16",11,"2023-03-16"
5146,5146,5146,2,"2024-01-31","2024-02-08",8,"2024-01-08"
5147,5147,5147,1,"2023-05-27","2023-06-06",10,"2023-05-26"
5148,5148,5148,3,"2023-10-19","2023-10-20",1,"2023-10-05"
5149,5149,5149,1,"2023-12-18","2023-12-30",12,"2023-11-20"
5150,5150,5150,3,"2023-04-01","2023-04-07",6,"2023-03-16"
5151,5151,5151,3,"2023-05-16","2023-05-29",13,"2023-04-16"
5152,5152,5152,2,"2023-08-31","2023-09-13",13,"2023-08-21"
5153,5153,5153,3,"2023-09-02","2023-09-11",9,"2023-08-08"
5154,5154,5154,1,"2023-07-24","2023-07-26",2,"2023-07-18"
5155,5155,5155,1,"2023-07-13","2023-07-21",8,"2023-06-14"
5156,5156,5156,3,"2023-06-12","2023-06-23",11,"2023-05-14"
5157,5157,5157,2,"2023-05-28","2023-06-02",5,"2023-05-08"
5158,5158,5158,2,"2023-11-13","2023-11-15",2,"2023-10-22"
5159,5159,5159,3,"2023-07-22","2023-07-31",9,"2023-06-27"
5160,5160,5160,2,"2023-09-19","2023-09-27",8,"2023-08-31"
5161,5161,5161,2,"2023-06-04","2023-06-17",13,"2023-05-23"
5162,5162,5162,1,"2023-04-04","2023-04-10",6,"2023-03-18"
5163,5163,5163,3,"2024-02-18","2024-02-23",5,"2024-02-06"
5164,5164,5164,2,"2023-02-27","2023-03-04",5,"2023-02-01"
5165,5165,5165,2,"2023-02-17","2023-02-26",9,"2023-01-27"
5166,5166,5166,3,"2023-09-04","2023-09-18",14,"2023-08-26"
5167,5167,5167,3,"2023-03-28","2023-04-03",6,"2023-03-19"
5168,5168,5168,1,"2023-04-04","2023-04-07",3,"2023-03-24"
5169,5169,5169,3,"2023-10-27","2023-11-09",13,"2023-09-30"
5170,5170,5170,3,"2023-03-18","2023-03-21",3,"2023-03-02"
5171,5171,5171,1,"2023-12-21","2023-12-29",8,"2023-12-20"
5172,5172,5172,1,"2023-11-10","2023-11-23",13,"2023-10-29"
5173,5173,5173,3,"2023-03-23","2023-04-02",10,"2023-03-21"
5174,5174,5174,3,"2023-05-10","2023-05-11",1,"2023-04-15"
5175,5175,5175,3,"2023-04-08","2023-04-10",2,"2023-03-25"
5176,5176,5176,2,"2024-02-09","2024-02-10",1,"2024-02-01"
5177,5177,5177,1,"2023-03-25","2023-03-31",6,"2023-03-18"
5178,5178,5178,2,"2023-05-07","2023-05-13",6,"2023-04-12"
5179,5179,5179,1,"2023-09-14","2023-09-20",6,"2023-09-03"
5180,5180,5180,3,"2023-04-09","2023-04-23",14,"2023-03-16"
5181,5181,5181,2,"2024-01-09","2024-01-17",8,"2023-12-30"
5182,5182,5182,3,"2023-09-30","2023-10-05",5,"2023-09-07"
5183,5183,5183,2,"2023-10-26","2023-11-06",11,"2023-10-23"
5184,5184,5184,1,"2023-10-25","2023-10-30",5,"2023-10-14"
5185,5185,5185,3,"2023-03-23","2023-04-04",12,"2023-02-26"
5186,5186,5186,2,"2023-07-09","2023-07-23",14,"2023-06-30"
5187,5187,5187,3,"2023-03-16","2023-03-30",14,"2023-03-14"
5188,5188,5188,3,"2023-08-16","2023-08-27",11,"2023-07-17"
5189,5189,5189,2,"2023-03-04","2023-03-06",2,"2023-02-13"
5190,5190,5190,3,"2024-02-13","2024-02-22",9,"2024-01-23"
5191,5191,5191,1,"2023-05-02","2023-05-07",5,"2023-04-24"
5192,5192,5192,3,"2023-06-14","2023-06-26",12,"2023-06-08"
5193,5193,5193,2,"2023-04-07","2023-04-18",11,"2023-03-25"
5194,5194,5194,3,"2023-04-19","2023-04-25",6,"2023-04-12"
5195,5195,5195,2,"2023-12-17","2023-12-28",11,"2023-11-19"
5196,5196,5196,2,"2023-03-25","2023-03-28",3,"2023-03-24"
5197,5197,5197,1,"2024-02-04","2024-02-12",8,"2024-01-08"
5198,5198,5198,1,"2023-03-29","2023-04-01",3,"2023-03-01"
5199,5199,5199,3,"2023-07-04","2023-07-10",6,"2023-06-27"
5200,5200,5200,1,"2023-05-18","2023-05-24",6,"2023-05-07"
5201,5201,5201,3,"2023-07-13","2023-07-21",8,"2023-06-15"
5202,5202,5202,2,"2023-04-08","2023-04-18",10,"2023-04-03"
5203,5203,5203,2,"2023-09-06","2023-09-14",8,"2023-08-22"
5204,5204,5204,2,"2023-04-09","2023-04-10",1,"2023-03-30"
5205,5205,5205,2,"2023-04-28","2023-05-08",10,"2023-04-07"
5206,5206,5206,3,"2023-03-30","2023-04-12",13,"2023-03-01"
5207,5207,5207,3,"2023-06-01","2023-06-14",13,"2023-05-13"
5208,5208,5208,1,"2023-04-05","2023-04-15",10,"2023-03-30"
5209,5209,5209,3,"2023-04-14","2023-04-28",14,"2023-04-02"
5210,5210,5210,1,"2024-01-16","2024-01-23",7,"2024-01-06"
5211,5211,5211,1,"2023-11-25","2023-11-29",4,"2023-11-07"
5212,5212,5212,1,"2023-06-03","2023-06-04",1,"2023-05-23"
5213,5213,5213,3,"2024-01-12","2024-01-15",3,"2023-12-29"
5214,5214,5214,1,"2023-03-10","2023-03-24",14,"2023-03-09"
5215,5215,5215,3,"2023-03-15","2023-03-16",1,"2023-03-08"
5216,5216,5216,2,"2023-12-13","2023-12-25",12,"2023-11-22"
5217,5217,5217,2,"2023-03-01","2023-03-06",5,"2023-02-17"
5218,5218,5218,1,"2023-08-23","2023-09-01",9,"2023-08-18"
5219,5219,5219,3,"2023-09-15","2023-09-25",10,"2023-08-26"
5220,5220,5220,1,"2024-02-07","2024-02-11",4,"2024-01-22"
5221,5221,5221,3,"2023-07-08","2023-07-12",4,"2023-06-10"
5222,5222,5222,1,"2023-06-22","2023-06-24",2,"2023-06-20"
5223,5223,5223,3,"2023-03-06","2023-03-09",3,"2023-02-22"
5224,5224,5224,3,"2023-07-24","2023-07-27",3,"2023-06-26"
5225,5225,5225,3,"2023-05-22","2023-05-23",1,"2023-05-05"
5226,5226,5226,3,"2023-11-20","2023-11-24",4,"2023-11-10"
5227,5227,5227,1,"2023-07-24","2023-08-03",10,"2023-07-05"
5228,5228,5228,1,"2024-02-13","2024-02-25",12,"2024-01-31"
5229,5229,5229,1,"2024-02-20","2024-02-24",4,"2024-01-26"
5230,5230,5230,3,"2024-01-16","2024-01-28",12,"2023-12-24"
5231,5231,5231,2,"2023-12-29","2023-12-30",1,"2023-12-27"
5232,5232,5232,2,"2023-12-24","2023-12-25",1,"2023-12-09"
5233,5233,5233,2,"2023-03-21","2023-03-31",10,"2023-03-20"
5234,5234,5234,3,"2023-08-20","2023-09-02",13,"2023-08-12"
5235,5235,5235,3,"2023-03-13","2023-03-26",13,"2023-02-23"
5236,5236,5236,1,"2023-05-06","2023-05-08",2,"2023-04-28"
5237,5237,5237,2,"2023-05-03","2023-05-09",6,"2023-04-25"
5238,5238,5238,3,"2023-03-26","2023-04-03",8,"2023-03-01"
5239,5239,5239,3,"2024-01-31","2024-02-14",14,"2024-01-28"
5240,5240,5240,1,"2023-07-10","2023-07-24",14,"2023-06-10"
5241,5241,5241,1,"2023-06-30","2023-07-08",8,"2023-06-26"
5242,5242,5242,2,"2023-02-20","2023-03-05",13,"2023-02-16"
5243,5243,5243,3,"2023-02-24","2023-02-26",2,"2023-01-30"
5244,5244,5244,1,"2023-11-16","2023-11-22",6,"2023-11-04"
5245,5245,5245,3,"2024-02-04","2024-02-17",13,"2024-01-06"
5246,5246,5246,1,"2023-11-13","2023-11-23",10,"2023-11-13"
5247,5247,5247,1,"2024-02-09","2024-02-20",11,"2024-01-19"
5248,5248,5248,3,"2023-11-29","2023-12-13",14,"2023-11-12"
5249,5249,5249,1,"2023-09-02","2023-09-11",9,"2023-08-07"
5250,5250,5250,3,"2023-07-28","2023-08-06",9,"2023-07-03"
5251,5251,5251,3,"2024-02-16","2024-02-18",2,"2024-01-25"
5252,5252,5252,1,"2023-08-26","2023-08-28",2,"2023-08-17"
5253,5253,5253,1,"2023-10-20","2023-10-30",10,"2023-10-16"
5254,5254,5254,3,"2023-08-12","2023-08-20",8,"2023-07-20"
5255,5255,5255,1,"2023-12-29","2023-12-31",2,"2023-12-09"
5256,5256,5256,2,"2023-07-07","2023-07-18",11,"2023-06-21"
5257,5257,5257,1,"2023-07-29","2023-08-03",5,"2023-07-26"
5258,5258,5258,2,"2024-02-16","2024-02-23",7,"2024-02-14"
5259,5259,5259,3,"2023-03-16","2023-03-19",3,"2023-03-02"
5260,5260,5260,3,"2023-06-17","2023-06-26",9,"2023-05-25"
5261,5261,5261,2,"2023-05-18","2023-05-28",10,"2023-05-08"
5262,5262,5262,1,"2024-01-26","2024-01-31",5,"2024-01-17"
5263,5263,5263,2,"2023-04-05","2023-04-11",6,"2023-04-02"
5264,5264,5264,3,"2023-07-11","2023-07-12",1,"2023-06-19"
5265,5265,5265,3,"2023-03-15","2023-03-23",8,"2023-03-11"
5266,5266,5266,2,"2024-01-28","2024-02-10",13,"2024-01-08"
5267,5267,5267,3,"2023-07-29","2023-07-30",1,"2023-06-29"
5268,5268,5268,2,"2023-11-24","2023-12-03",9,"2023-11-22"
5269,5269,5269,3,"2023-08-02","2023-08-16",14,"2023-07-24"
5270,5270,5270,3,"2023-03-14","2023-03-25",11,"2023-02-20"
5271,5271,5271,1,"2023-12-03","2023-12-05",2,"2023-11-13"
5272,5272,5272,1,"2023-02-18","2023-03-02",12,"2023-01-23"
5273,5273,5273,3,"2023-10-07","2023-10-15",8,"2023-09-16"
5274,5274,5274,3,"2023-04-03","2023-04-06",3,"2023-03-04"
5275,5275,5275,3,"2023-05-01","2023-05-09",8,"2023-04-24"
5276,5276,5276,1,"2023-02-28","2023-03-07",7,"2023-02-18"
5277,5277,5277,1,"2023-10-15","2023-10-16",1,"2023-10-06"
5278,5278,5278,2,"2023-12-11","2023-12-16",5,"2023-12-09"
5279,5279,5279,3,"2023-07-27","2023-08-05",9,"2023-07-27"
5280,5280,5280,1,"2023-09-18","2023-10-01",13,"2023-09-12"
5281,5281,5281,3,"2023-07-16","2023-07-22",6,"2023-06-18"
5282,5282,5282,2,"2023-12-13","2023-12-17",4,"2023-11-30"
5283,5283,5283,1,"2023-10-05","2023-10-18",13,"2023-09-25"
5284,5284,5284,2,"2023-11-13","2023-11-15",2,"2023-10-19"
5285,5285,5285,2,"2024-01-13","2024-01-27",14,"2023-12-17"
5286,5286,5286,2,"2023-05-11","2023-05-13",2,"2023-04-17"
5287,5287,5287,3,"2024-02-16","2024-02-24",8,"2024-01-30"
5288,5288,5288,2,"2023-12-16","2023-12-25",9,"2023-12-12"
5289,5289,5289,2,"2023-05-19","2023-05-23",4,"2023-04-21"
5290,5290,5290,2,"2023-03-11","2023-03-23",12,"2023-02-09"
5291,5291,5291,2,"2024-01-03","2024-01-06",3,"2023-12-15"
5292,5292,5292,2,"2023-02-18","2023-03-02",12,"2023-02-03"
5293,5293,5293,2,"2023-09-07","2023-09-18",11,"2023-08-16"
5294,5294,5294,1,"2023-07-10","2023-07-23",13,"2023-07-02"
