"price_id","price","cleaning_fee","security_deposit","extra_person","montly_price","weekly_price"
4714,"50.00","20.00","40.00","50.00","2430.00","260.00"
4715,"70.00","10.00","60.00","50.00","2140.00","290.00"
4716,"80.00","20.00","70.00","50.00","2870.00","170.00"
4717,"10.00","10.00","60.00","40.00","1700.00","180.00"
4718,"30.00","20.00","30.00","20.00","1600.00","200.00"
4719,"40.00","10.00","30.00","50.00","1000.00","260.00"
4720,"30.00","10.00","80.00","10.00","1210.00","220.00"
4721,"90.00","10.00","70.00","30.00","1230.00","240.00"
4722,"50.00","10.00","10.00","10.00","1750.00","290.00"
4723,"80.00","30.00","40.00","30.00","2610.00","180.00"
4724,"70.00","20.00","40.00","40.00","1360.00","230.00"
4725,"60.00","20.00","30.00","20.00","1730.00","160.00"
4726,"20.00","20.00","90.00","10.00","1190.00","210.00"
4727,"30.00","10.00","70.00","10.00","2290.00","100.00"
4728,"80.00","20.00","60.00","30.00","1440.00","150.00"
4729,"40.00","10.00","60.00","20.00","1010.00","110.00"
4730,"30.00","10.00","50.00","40.00","2700.00","150.00"
4731,"60.00","30.00","30.00","40.00","1960.00","170.00"
4732,"90.00","10.00","80.00","50.00","1790.00","140.00"
4733,"70.00","10.00","30.00","50.00","1440.00","170.00"
4734,"90.00","30.00","80.00","10.00","1340.00","240.00"
4735,"90.00","10.00","60.00","20.00","1450.00","200.00"
4736,"60.00","30.00","90.00","10.00","1190.00","250.00"
4737,"90.00","30.00","20.00","50.00","2460.00","220.00"
4738,"90.00","10.00","30.00","10.00","1580.00","270.00"
4739,"80.00","30.00","60.00","10.00","2370.00","170.00"
4740,"80.00","10.00","60.00","30.00","1670.00","130.00"
4741,"70.00","20.00","70.00","30.00","1830.00","160.00"
4742,"60.00","30.00","70.00","20.00","1560.00","210.00"
4743,"80.00","30.00","30.00","20.00","1720.00","110.00"
4744,"90.00","20.00","40.00","10.00","2340.00","210.00"
4745,"20.00","30.00","30.00","40.00","1410.00","140.00"
4746,"80.00","10.00","20.00","50.00","2130.00","200.00"
4747,"10.00","10.00","30.00","10.00","1690.00","290.00"
4748,"80.00","10.00","30.00","40.00","1340.00","250.00"
4749,"30.00","10.00","50.00","10.00","2560.00","180.00"
4750,"80.00","10.00","30.00","30.00","2530.00","150.00"
4751,"20.00","30.00","90.00","10.00","1990.00","100.00"
4752,"50.00","20.00","70.00","10.00","1660.00","130.00"
4753,"30.00","20.00","50.00","10.00","2580.00","230.00"
4754,"50.00","20.00","80.00","20.00","2450.00","230.00"
4755,"90.00","20.00","30.00","30.00","1940.00","100.00"
4756,"30.00","20.00","50.00","30.00","1850.00","300.00"
4757,"70.00","20.00","50.00","30.00","1330.00","260.00"
4758,"50.00","20.00","30.00","40.00","1650.00","190.00"
4759,"60.00","20.00","20.00","40.00","2970.00","220.00"
4760,"20.00","20.00","70.00","50.00","2600.00","300.00"
4761,"10.00","30.00","20.00","50.00","2820.00","200.00"
4762,"90.00","30.00","70.00","50.00","1460.00","270.00"
4763,"80.00","30.00","20.00","30.00","2350.00","110.00"
4764,"20.00","30.00","60.00","10.00","1530.00","260.00"
4765,"10.00","10.00","40.00","20.00","1460.00","100.00"
4766,"50.00","30.00","30.00","50.00","2900.00","110.00"
4767,"70.00","30.00","70.00","30.00","2280.00","190.00"
4768,"90.00","10.00","60.00","40.00","2710.00","230.00"
4769,"70.00","10.00","20.00","50.00","1260.00","280.00"
4770,"20.00","30.00","80.00","10.00","1810.00","280.00"
4771,"90.00","30.00","40.00","20.00","1670.00","170.00"
4772,"80.00","30.00","90.00","50.00","1860.00","300.00"
4773,"50.00","20.00","30.00","10.00","1650.00","130.00"
4774,"20.00","30.00","90.00","20.00","2290.00","160.00"
4775,"20.00","20.00","80.00","30.00","1310.00","140.00"
4776,"50.00","30.00","30.00","40.00","1460.00","230.00"
4777,"90.00","10.00","20.00","20.00","2310.00","160.00"
4778,"80.00","20.00","20.00","10.00","1370.00","260.00"
4779,"80.00","10.00","60.00","40.00","2930.00","150.00"
4780,"30.00","10.00","60.00","10.00","1930.00","300.00"
4781,"70.00","30.00","10.00","30.00","1210.00","240.00"
4782,"30.00","30.00","50.00","20.00","1270.00","180.00"
4783,"10.00","20.00","90.00","40.00","1640.00","300.00"
4784,"50.00","30.00","70.00","10.00","2910.00","150.00"
4785,"50.00","20.00","20.00","30.00","2650.00","210.00"
4786,"40.00","20.00","50.00","20.00","1640.00","170.00"
4787,"90.00","20.00","10.00","40.00","1060.00","170.00"
4788,"30.00","10.00","80.00","10.00","1200.00","300.00"
4789,"40.00","30.00","20.00","10.00","1520.00","100.00"
4790,"60.00","20.00","30.00","30.00","2540.00","140.00"
4791,"40.00","30.00","20.00","50.00","2330.00","300.00"
4792,"40.00","10.00","60.00","50.00","2160.00","220.00"
4793,"80.00","10.00","20.00","20.00","2940.00","250.00"
4794,"90.00","10.00","30.00","10.00","2350.00","280.00"
4795,"20.00","20.00","40.00","50.00","2340.00","270.00"
4796,"10.00","20.00","90.00","20.00","1390.00","230.00"
4797,"40.00","10.00","10.00","10.00","2810.00","200.00"
4798,"50.00","30.00","10.00","50.00","1520.00","200.00"
4799,"90.00","20.00","60.00","40.00","1130.00","240.00"
4800,"10.00","20.00","60.00","40.00","1190.00","250.00"
4801,"50.00","20.00","30.00","30.00","1070.00","200.00"
4802,"60.00","20.00","90.00","10.00","2550.00","210.00"
4803,"20.00","10.00","70.00","30.00","1680.00","230.00"
4804,"20.00","10.00","10.00","10.00","2470.00","120.00"
4805,"60.00","30.00","30.00","30.00","1410.00","190.00"
4806,"70.00","30.00","70.00","10.00","1400.00","230.00"
4807,"50.00","30.00","10.00","20.00","2620.00","210.00"
4808,"30.00","20.00","70.00","20.00","1550.00","110.00"
4809,"40.00","10.00","60.00","40.00","2930.00","280.00"
4810,"70.00","30.00","50.00","30.00","2450.00","290.00"
4811,"40.00","20.00","20.00","40.00","2530.00","250.00"
4812,"10.00","20.00","60.00","50.00","1460.00","220.00"
4813,"50.00","20.00","40.00","30.00","1780.00","300.00"
4814,"30.00","20.00","20.00","10.00","2290.00","180.00"
4815,"50.00","20.00","80.00","50.00","2660.00","260.00"
4816,"10.00","10.00","40.00","50.00","1330.00","100.00"
4817,"50.00","20.00","10.00","10.00","1780.00","130.00"
4818,"60.00","10.00","10.00","40.00","2090.00","150.00"
4819,"20.00","20.00","40.00","20.00","2280.00","300.00"
4820,"20.00","10.00","20.00","50.00","2970.00","190.00"
4821,"70.00","10.00","60.00","20.00","1150.00","210.00"
4822,"60.00","30.00","60.00","50.00","2260.00","150.00"
4823,"30.00","20.00","50.00","40.00","1710.00","160.00"
4824,"20.00","30.00","80.00","10.00","1090.00","280.00"
4825,"10.00","30.00","10.00","20.00","2030.00","300.00"
4826,"40.00","20.00","50.00","10.00","2720.00","200.00"
4827,"60.00","20.00","10.00","10.00","2910.00","150.00"
4828,"40.00","10.00","10.00","20.00","2390.00","160.00"
4829,"40.00","10.00","70.00","50.00","2590.00","200.00"
4830,"30.00","20.00","60.00","10.00","2370.00","110.00"
4831,"60.00","10.00","40.00","10.00","2610.00","200.00"
4832,"90.00","30.00","90.00","20.00","2230.00","260.00"
4833,"80.00","30.00","20.00","10.00","2140.00","170.00"
4834,"30.00","10.00","80.00","40.00","1350.00","170.00"
4835,"20.00","10.00","50.00","50.00","1470.00","250.00"
4836,"80.00","10.00","10.00","30.00","1740.00","130.00"
4837,"40.00","10.00","10.00","20.00","2260.00","200.00"
4838,"60.00","20.00","20.00","50.00","1290.00","180.00"
4839,"80.00","30.00","90.00","40.00","1550.00","170.00"
4840,"70.00","30.00","10.00","10.00","2680.00","220.00"
4841,"70.00","10.00","70.00","50.00","2640.00","130.00"
4842,"20.00","30.00","10.00","40.00","1450.00","200.00"
4843,"60.00","20.00","30.00","30.00","1040.00","240.00"
4844,"30.00","20.00","40.00","30.00","1740.00","190.00"
4845,"30.00","20.00","30.00","10.00","1110.00","120.00"
4846,"90.00","20.00","50.00","40.00","2300.00","110.00"
4847,"30.00","10.00","60.00","30.00","1710.00","190.00"
4848,"40.00","30.00","80.00","30.00","2330.00","240.00"
4849,"40.00","10.00","50.00","50.00","2390.00","260.00"
4850,"20.00","30.00","70.00","30.00","2060.00","140.00"
4851,"80.00","10.00","10.00","10.00","1790.00","100.00"
4852,"30.00","10.00","30.00","50.00","1000.00","210.00"
4853,"60.00","20.00","70.00","50.00","2640.00","280.00"
4854,"20.00","10.00","10.00","10.00","1620.00","230.00"
4855,"20.00","20.00","50.00","10.00","2050.00","140.00"
4856,"70.00","20.00","40.00","50.00","1270.00","150.00"
4857,"90.00","20.00","60.00","30.00","1300.00","230.00"
4858,"40.00","10.00","80.00","40.00","2000.00","190.00"
4859,"80.00","10.00","70.00","40.00","1660.00","190.00"
4860,"30.00","10.00","30.00","50.00","1030.00","260.00"
4861,"20.00","30.00","50.00","20.00","2990.00","130.00"
4862,"10.00","30.00","90.00","40.00","2210.00","280.00"
4863,"40.00","10.00","90.00","50.00","2730.00","190.00"
4864,"60.00","20.00","50.00","20.00","1470.00","110.00"
4865,"50.00","30.00","90.00","50.00","1200.00","250.00"
4866,"30.00","10.00","20.00","10.00","2660.00","270.00"
4867,"30.00","20.00","40.00","20.00","1820.00","270.00"
4868,"20.00","20.00","40.00","50.00","1580.00","150.00"
4869,"30.00","10.00","20.00","40.00","2170.00","180.00"
4870,"80.00","30.00","70.00","30.00","2660.00","170.00"
4871,"60.00","10.00","30.00","10.00","1700.00","180.00"
4872,"30.00","20.00","60.00","20.00","2250.00","110.00"
4873,"20.00","20.00","40.00","30.00","1970.00","250.00"
4874,"10.00","30.00","20.00","30.00","1240.00","150.00"
4875,"10.00","10.00","60.00","40.00","1990.00","200.00"
4876,"30.00","10.00","10.00","30.00","1510.00","200.00"
4877,"20.00","20.00","70.00","10.00","1000.00","220.00"
4878,"10.00","10.00","80.00","50.00","1330.00","240.00"
4879,"20.00","30.00","30.00","50.00","2380.00","160.00"
4880,"50.00","30.00","90.00","20.00","2410.00","290.00"
4881,"40.00","20.00","80.00","40.00","2670.00","190.00"
4882,"30.00","20.00","20.00","30.00","1550.00","230.00"
4883,"80.00","30.00","80.00","10.00","2960.00","290.00"
4884,"70.00","20.00","40.00","10.00","2680.00","180.00"
4885,"80.00","10.00","60.00","20.00","1120.00","300.00"
4886,"30.00","20.00","30.00","10.00","2900.00","300.00"
4887,"50.00","10.00","40.00","50.00","2410.00","250.00"
4888,"40.00","30.00","20.00","10.00","2430.00","120.00"
4889,"20.00","20.00","80.00","30.00","1950.00","100.00"
4890,"50.00","30.00","50.00","50.00","2630.00","120.00"
4891,"10.00","20.00","80.00","10.00","2540.00","180.00"
4892,"70.00","10.00","10.00","10.00","2240.00","240.00"
4893,"30.00","30.00","90.00","30.00","1080.00","200.00"
4894,"10.00","10.00","60.00","20.00","1890.00","170.00"
4895,"20.00","10.00","80.00","40.00","2130.00","250.00"
4896,"70.00","20.00","20.00","40.00","2500.00","210.00"
4897,"40.00","30.00","50.00","40.00","2180.00","220.00"
4898,"40.00","10.00","50.00","30.00","2260.00","300.00"
4899,"30.00","30.00","40.00","10.00","2710.00","210.00"
4900,"30.00","10.00","20.00","30.00","1020.00","190.00"
4901,"50.00","20.00","60.00","50.00","2480.00","290.00"
4902,"80.00","20.00","20.00","40.00","1190.00","150.00"
4903,"60.00","10.00","90.00","30.00","1090.00","300.00"
4904,"90.00","10.00","60.00","40.00","1860.00","100.00"
4905,"40.00","30.00","40.00","30.00","2540.00","260.00"
4906,"60.00","30.00","30.00","50.00","2310.00","190.00"
4907,"60.00","20.00","20.00","30.00","1080.00","190.00"
4908,"50.00","20.00","80.00","50.00","2920.00","250.00"
4909,"20.00","20.00","40.00","50.00","2880.00","180.00"
4910,"60.00","10.00","90.00","10.00","2660.00","280.00"
4911,"60.00","30.00","70.00","50.00","1090.00","240.00"
4912,"90.00","30.00","70.00","10.00","2710.00","290.00"
4913,"80.00","10.00","10.00","30.00","1390.00","130.00"
4914,"40.00","20.00","30.00","20.00","1300.00","240.00"
4915,"20.00","20.00","10.00","10.00","2530.00","270.00"
4916,"40.00","20.00","70.00","10.00","1090.00","100.00"
4917,"60.00","30.00","80.00","10.00","2460.00","120.00"
4918,"30.00","10.00","60.00","40.00","1500.00","110.00"
4919,"60.00","30.00","30.00","10.00","2450.00","220.00"
4920,"20.00","10.00","60.00","40.00","1600.00","290.00"
4921,"30.00","10.00","40.00","20.00","2670.00","260.00"
4922,"80.00","10.00","50.00","40.00","2130.00","190.00"
4923,"20.00","10.00","20.00","30.00","2460.00","200.00"
4924,"60.00","20.00","40.00","20.00","1280.00","120.00"
4925,"80.00","10.00","80.00","30.00","2860.00","120.00"
4926,"70.00","30.00","20.00","20.00","2280.00","130.00"
4927,"10.00","30.00","90.00","10.00","3000.00","140.00"
4928,"60.00","30.00","40.00","40.00","2090.00","190.00"
4929,"70.00","30.00","70.00","40.00","1240.00","290.00"
4930,"30.00","30.00","70.00","20.00","1380.00","240.00"
4931,"30.00","10.00","90.00","10.00","1190.00","280.00"
4932,"80.00","30.00","10.00","20.00","1460.00","190.00"
4933,"60.00","10.00","80.00","50.00","2020.00","230.00"
4934,"60.00","20.00","40.00","30.00","1000.00","150.00"
4935,"80.00","30.00","30.00","50.00","1280.00","210.00"
4936,"30.00","30.00","70.00","40.00","2650.00","180.00"
4937,"20.00","30.00","10.00","30.00","2460.00","250.00"
4938,"80.00","30.00","90.00","20.00","1060.00","110.00"
4939,"10.00","20.00","40.00","20.00","1050.00","130.00"
4940,"30.00","30.00","80.00","40.00","1110.00","110.00"
4941,"10.00","10.00","10.00","50.00","1780.00","270.00"
4942,"50.00","30.00","50.00","40.00","1240.00","130.00"
4943,"70.00","20.00","60.00","40.00","1120.00","300.00"
4944,"40.00","10.00","80.00","50.00","2530.00","100.00"
4945,"50.00","10.00","60.00","10.00","2700.00","170.00"
4946,"40.00","10.00","70.00","30.00","2490.00","110.00"
4947,"50.00","10.00","10.00","20.00","1200.00","280.00"
4948,"70.00","30.00","10.00","20.00","2060.00","240.00"
4949,"80.00","20.00","30.00","50.00","2150.00","170.00"
4950,"50.00","20.00","10.00","40.00","1330.00","280.00"
4951,"30.00","10.00","40.00","30.00","1510.00","140.00"
4952,"80.00","10.00","30.00","10.00","2270.00","280.00"
4953,"80.00","10.00","90.00","20.00","1990.00","210.00"
4954,"80.00","30.00","20.00","30.00","2180.00","200.00"
4955,"90.00","20.00","50.00","50.00","2720.00","260.00"
4956,"80.00","10.00","30.00","20.00","1560.00","120.00"
4957,"90.00","30.00","90.00","20.00","2810.00","170.00"
4958,"10.00","10.00","60.00","30.00","2840.00","120.00"
4959,"40.00","10.00","50.00","20.00","1330.00","250.00"
4960,"80.00","30.00","60.00","10.00","2560.00","100.00"
4961,"20.00","10.00","10.00","20.00","1790.00","170.00"
4962,"10.00","10.00","80.00","30.00","1290.00","180.00"
4963,"30.00","20.00","20.00","50.00","3000.00","190.00"
4964,"30.00","30.00","60.00","30.00","2320.00","220.00"
4965,"80.00","10.00","60.00","30.00","2290.00","200.00"
4966,"50.00","30.00","70.00","10.00","1790.00","100.00"
4967,"60.00","20.00","60.00","40.00","2280.00","230.00"
4968,"80.00","30.00","30.00","10.00","2990.00","230.00"
4969,"20.00","30.00","90.00","10.00","1440.00","260.00"
4970,"20.00","20.00","60.00","50.00","2770.00","120.00"
4971,"40.00","30.00","30.00","50.00","1460.00","210.00"
4972,"60.00","30.00","10.00","30.00","2390.00","280.00"
4973,"70.00","30.00","30.00","30.00","2120.00","300.00"
4974,"40.00","30.00","40.00","40.00","1750.00","300.00"
4975,"30.00","30.00","80.00","10.00","2470.00","270.00"
4976,"50.00","30.00","30.00","20.00","1750.00","110.00"
4977,"60.00","30.00","20.00","30.00","1400.00","140.00"
4978,"50.00","20.00","80.00","10.00","2430.00","200.00"
4979,"30.00","20.00","70.00","20.00","1130.00","200.00"
4980,"20.00","10.00","50.00","40.00","2970.00","150.00"
4981,"60.00","10.00","20.00","10.00","2480.00","110.00"
4982,"10.00","10.00","10.00","30.00","1310.00","100.00"
4983,"90.00","20.00","70.00","30.00","1950.00","300.00"
4984,"20.00","10.00","20.00","40.00","2310.00","230.00"
4985,"80.00","20.00","90.00","20.00","1770.00","140.00"
4986,"80.00","10.00","20.00","10.00","1120.00","240.00"
4987,"50.00","20.00","30.00","40.00","2000.00","240.00"
4988,"40.00","30.00","10.00","30.00","2620.00","300.00"
4989,"10.00","20.00","20.00","50.00","2780.00","270.00"
4990,"70.00","30.00","90.00","20.00","2980.00","180.00"
4991,"70.00","10.00","40.00","50.00","1520.00","290.00"
4992,"30.00","30.00","60.00","40.00","2560.00","210.00"
4993,"70.00","20.00","50.00","40.00","1300.00","240.00"
4994,"10.00","30.00","90.00","10.00","2590.00","280.00"
4995,"60.00","10.00","50.00","40.00","2940.00","250.00"
4996,"10.00","10.00","40.00","30.00","2790.00","100.00"
4997,"40.00","30.00","80.00","20.00","2500.00","100.00"
4998,"90.00","20.00","20.00","30.00","2300.00","270.00"
4999,"30.00","10.00","90.00","10.00","2640.00","110.00"
5000,"70.00","10.00","80.00","50.00","2050.00","250.00"
5001,"90.00","10.00","70.00","10.00","1650.00","220.00"
5002,"80.00","20.00","40.00","10.00","2040.00","200.00"
5003,"70.00","30.00","20.00","40.00","2790.00","140.00"
5004,"70.00","30.00","80.00","20.00","1320.00","280.00"
5005,"30.00","30.00","70.00","40.00","1100.00","160.00"
5006,"10.00","10.00","60.00","30.00","2250.00","230.00"
5007,"70.00","30.00","50.00","40.00","1800.00","160.00"
5008,"60.00","10.00","60.00","30.00","1740.00","240.00"
5009,"70.00","30.00","60.00","10.00","2410.00","220.00"
5010,"60.00","30.00","40.00","50.00","1890.00","220.00"
5011,"50.00","30.00","90.00","30.00","1130.00","140.00"
5012,"40.00","30.00","10.00","40.00","1560.00","250.00"
5013,"80.00","30.00","10.00","20.00","1150.00","170.00"
5014,"90.00","30.00","90.00","50.00","2690.00","130.00"
5015,"20.00","20.00","30.00","20.00","2210.00","160.00"
5016,"70.00","20.00","50.00","20.00","1720.00","230.00"
5017,"90.00","20.00","20.00","20.00","1040.00","240.00"
5018,"50.00","30.00","90.00","50.00","1720.00","210.00"
5019,"90.00","30.00","70.00","10.00","2600.00","260.00"
5020,"70.00","30.00","10.00","50.00","2240.00","250.00"
5021,"10.00","30.00","90.00","30.00","2440.00","140.00"
5022,"70.00","10.00","30.00","40.00","2660.00","120.00"
5023,"20.00","10.00","90.00","30.00","1360.00","170.00"
5024,"40.00","10.00","30.00","40.00","1430.00","300.00"
5025,"80.00","20.00","40.00","30.00","2710.00","150.00"
5026,"10.00","20.00","10.00","10.00","1920.00","120.00"
5027,"70.00","30.00","70.00","40.00","2600.00","270.00"
5028,"70.00","20.00","60.00","30.00","2170.00","290.00"
5029,"10.00","20.00","20.00","30.00","2930.00","110.00"
5030,"40.00","30.00","40.00","30.00","1190.00","300.00"
5031,"70.00","10.00","70.00","50.00","1350.00","140.00"
5032,"80.00","10.00","60.00","20.00","2710.00","100.00"
5033,"40.00","10.00","50.00","20.00","1820.00","180.00"
5034,"70.00","10.00","70.00","50.00","2960.00","150.00"
5035,"50.00","10.00","10.00","20.00","1060.00","120.00"
5036,"70.00","20.00","90.00","50.00","1220.00","240.00"
5037,"70.00","30.00","30.00","50.00","2490.00","240.00"
5038,"90.00","30.00","10.00","20.00","2240.00","250.00"
5039,"10.00","20.00","70.00","10.00","1740.00","300.00"
5040,"60.00","20.00","60.00","50.00","2820.00","100.00"
5041,"70.00","30.00","90.00","10.00","2490.00","200.00"
5042,"50.00","20.00","80.00","20.00","2720.00","250.00"
5043,"90.00","20.00","20.00","50.00","2890.00","300.00"
5044,"20.00","30.00","40.00","30.00","2180.00","110.00"
5045,"70.00","20.00","90.00","10.00","2250.00","220.00"
5046,"50.00","30.00","50.00","50.00","2370.00","200.00"
5047,"80.00","10.00","40.00","10.00","2230.00","170.00"
5048,"40.00","10.00","40.00","50.00","2310.00","140.00"
5049,"10.00","20.00","20.00","10.00","2840.00","290.00"
5050,"10.00","10.00","40.00","30.00","1080.00","140.00"
5051,"20.00","30.00","80.00","50.00","2940.00","230.00"
5052,"60.00","10.00","50.00","50.00","1800.00","280.00"
5053,"60.00","20.00","50.00","10.00","2620.00","250.00"
5054,"80.00","20.00","10.00","20.00","2860.00","180.00"
5055,"20.00","10.00","60.00","40.00","1780.00","160.00"
5056,"20.00","20.00","90.00","30.00","2540.00","200.00"
5057,"10.00","20.00","30.00","10.00","2650.00","210.00"
5058,"10.00","30.00","90.00","40.00","1280.00","300.00"
5059,"80.00","10.00","60.00","10.00","2580.00","260.00"
5060,"10.00","10.00","10.00","20.00","2740.00","190.00"
5061,"80.00","30.00","80.00","10.00","1450.00","290.00"
5062,"50.00","10.00","90.00","10.00","2570.00","170.00"
5063,"30.00","20.00","90.00","20.00","2810.00","150.00"
5064,"10.00","20.00","60.00","30.00","1030.00","170.00"
5065,"20.00","30.00","30.00","50.00","2170.00","180.00"
5066,"60.00","20.00","50.00","10.00","1350.00","280.00"
5067,"50.00","20.00","20.00","10.00","3000.00","110.00"
5068,"20.00","20.00","90.00","50.00","2020.00","200.00"
5069,"40.00","20.00","20.00","40.00","2600.00","260.00"
5070,"10.00","20.00","90.00","30.00","2550.00","280.00"
5071,"60.00","30.00","50.00","10.00","2490.00","220.00"
5072,"60.00","20.00","10.00","50.00","1920.00","140.00"
5073,"80.00","20.00","70.00","50.00","1880.00","200.00"
5074,"70.00","20.00","70.00","40.00","1680.00","210.00"
5075,"10.00","20.00","90.00","40.00","2410.00","260.00"
5076,"90.00","30.00","30.00","50.00","2600.00","220.00"
5077,"10.00","30.00","20.00","40.00","2280.00","190.00"
5078,"90.00","20.00","50.00","20.00","1000.00","150.00"
5079,"60.00","20.00","10.00","50.00","2430.00","300.00"
5080,"80.00","30.00","80.00","50.00","2130.00","200.00"
5081,"80.00","20.00","20.00","10.00","2040.00","290.00"
5082,"60.00","30.00","10.00","10.00","1370.00","120.00"
5083,"80.00","20.00","70.00","10.00","1190.00","150.00"
5084,"50.00","10.00","40.00","40.00","1720.00","150.00"
5085,"90.00","20.00","30.00","50.00","2670.00","230.00"
5086,"60.00","20.00","50.00","30.00","2090.00","200.00"
5087,"40.00","30.00","60.00","50.00","2890.00","140.00"
5088,"60.00","10.00","90.00","10.00","2600.00","250.00"
5089,"70.00","20.00","10.00","30.00","1470.00","210.00"
5090,"20.00","20.00","50.00","10.00","1840.00","260.00"
5091,"90.00","20.00","70.00","40.00","1940.00","150.00"
5092,"70.00","10.00","30.00","30.00","2610.00","230.00"
5093,"90.00","20.00","80.00","50.00","1420.00","240.00"
5094,"60.00","20.00","70.00","20.00","2460.00","240.00"
5095,"80.00","10.00","40.00","20.00","2890.00","270.00"
5096,"40.00","30.00","60.00","10.00","2890.00","140.00"
5097,"10.00","30.00","60.00","10.00","2350.00","130.00"
5098,"40.00","30.00","60.00","50.00","1830.00","270.00"
5099,"10.00","20.00","60.00","30.00","1790.00","170.00"
5100,"20.00","10.00","70.00","40.00","2840.00","130.00"
5101,"80.00","10.00","50.00","50.00","1790.00","260.00"
5102,"20.00","30.00","50.00","40.00","2180.00","260.00"
5103,"80.00","30.00","10.00","40.00","1200.00","200.00"
5104,"50.00","20.00","40.00","40.00","1250.00","260.00"
5105,"10.00","10.00","90.00","50.00","1690.00","120.00"
5106,"20.00","10.00","20.00","10.00","2790.00","150.00"
5107,"70.00","20.00","80.00","40.00","1410.00","280.00"
5108,"20.00","10.00","20.00","40.00","2550.00","120.00"
5109,"10.00","20.00","30.00","20.00","2770.00","290.00"
5110,"10.00","30.00","70.00","20.00","1020.00","120.00"
5111,"40.00","20.00","90.00","10.00","1740.00","210.00"
5112,"70.00","20.00","40.00","50.00","2780.00","170.00"
5113,"50.00","30.00","90.00","40.00","2420.00","250.00"
5114,"10.00","10.00","20.00","40.00","1740.00","140.00"
5115,"40.00","10.00","80.00","30.00","1960.00","300.00"
5116,"90.00","20.00","60.00","50.00","1020.00","100.00"
5117,"40.00","10.00","70.00","30.00","1720.00","270.00"
5118,"40.00","10.00","30.00","40.00","2980.00","110.00"
5119,"60.00","30.00","30.00","30.00","1060.00","260.00"
5120,"10.00","10.00","50.00","20.00","1410.00","130.00"
5121,"30.00","20.00","90.00","10.00","2750.00","240.00"
5122,"60.00","20.00","30.00","40.00","1430.00","120.00"
5123,"60.00","30.00","60.00","10.00","1940.00","250.00"
5124,"30.00","30.00","50.00","40.00","1540.00","300.00"
5125,"30.00","30.00","50.00","10.00","1930.00","190.00"
5126,"40.00","20.00","20.00","50.00","1350.00","270.00"
5127,"40.00","10.00","80.00","50.00","2220.00","210.00"
5128,"40.00","10.00","10.00","20.00","2890.00","250.00"
5129,"50.00","20.00","40.00","20.00","2670.00","140.00"
5130,"20.00","10.00","20.00","20.00","1990.00","200.00"
5131,"40.00","20.00","80.00","20.00","2890.00","260.00"
5132,"10.00","30.00","80.00","50.00","2000.00","120.00"
5133,"80.00","20.00","20.00","10.00","2140.00","100.00"
5134,"50.00","10.00","30.00","50.00","2790.00","220.00"
5135,"60.00","30.00","80.00","10.00","1020.00","220.00"
5136,"40.00","10.00","90.00","30.00","1650.00","190.00"
5137,"80.00","20.00","40.00","50.00","1840.00","260.00"
5138,"20.00","10.00","10.00","30.00","2980.00","190.00"
5139,"90.00","20.00","50.00","30.00","2230.00","190.00"
5140,"30.00","30.00","60.00","40.00","2600.00","190.00"
5141,"50.00","10.00","40.00","40.00","1600.00","280.00"
5142,"80.00","20.00","30.00","20.00","1160.00","150.00"
5143,"90.00","10.00","40.00","20.00","2750.00","250.00"
5144,"70.00","30.00","40.00","40.00","1030.00","110.00"
5145,"70.00","10.00","10.00","10.00","2300.00","300.00"
5146,"30.00","10.00","10.00","20.00","2680.00","270.00"
5147,"30.00","20.00","30.00","30.00","1680.00","300.00"
5148,"70.00","10.00","50.00","30.00","1120.00","100.00"
5149,"20.00","20.00","70.00","20.00","1370.00","220.00"
5150,"50.00","20.00","90.00","40.00","2230.00","270.00"
5151,"40.00","30.00","70.00","50.00","2970.00","260.00"
5152,"10.00","10.00","30.00","20.00","2290.00","210.00"
5153,"60.00","30.00","40.00","50.00","2700.00","260.00"
5154,"60.00","30.00","40.00","20.00","2120.00","170.00"
5155,"70.00","20.00","70.00","10.00","2230.00","180.00"
5156,"40.00","20.00","10.00","20.00","1740.00","300.00"
5157,"90.00","30.00","30.00","40.00","1000.00","240.00"
5158,"50.00","10.00","40.00","50.00","1540.00","100.00"
5159,"10.00","20.00","70.00","30.00","1950.00","200.00"
5160,"40.00","10.00","60.00","40.00","2650.00","210.00"
5161,"60.00","10.00","50.00","30.00","1770.00","200.00"
5162,"70.00","20.00","20.00","20.00","2710.00","120.00"
5163,"50.00","10.00","90.00","10.00","2590.00","110.00"
5164,"80.00","30.00","60.00","40.00","1640.00","210.00"
5165,"20.00","10.00","10.00","40.00","2230.00","220.00"
5166,"50.00","30.00","20.00","30.00","2220.00","130.00"
5167,"30.00","10.00","80.00","30.00","2270.00","210.00"
5168,"90.00","30.00","70.00","30.00","1940.00","280.00"
5169,"90.00","30.00","20.00","40.00","1610.00","170.00"
5170,"20.00","30.00","60.00","20.00","2690.00","270.00"
5171,"10.00","30.00","60.00","20.00","2480.00","260.00"
5172,"70.00","30.00","50.00","20.00","2240.00","190.00"
5173,"80.00","20.00","60.00","30.00","2540.00","120.00"
5174,"10.00","10.00","10.00","20.00","1390.00","100.00"
5175,"40.00","10.00","30.00","20.00","2060.00","110.00"
5176,"20.00","20.00","80.00","50.00","2140.00","140.00"
5177,"80.00","10.00","10.00","40.00","2760.00","200.00"
5178,"70.00","30.00","80.00","50.00","2210.00","130.00"
